"ensembl_gene_id","entrezgene_id","mgi_symbol","gene_biotype","chromosome_name","start_position","end_position","p.overall","q.overall","post.hoc.A.By.p","post.hoc.peak.By.p","post.hoc.M.By.p","post.hoc.A.By.q","post.hoc.peak.By.q","post.hoc.M.By.q","A1","A2","delta.A","p.delta.A","q.delta.A","peak1","peak2","delta.peak","p.delta.peak","q.delta.peak","M1","M2","delta.M","p.delta.M","q.delta.M","P"
"ENSMUSG00000072949",26897,"Acot1","protein_coding","12",84056264,84065145,0,0.001,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.256,0.136,-0.12,0.006,0.489,0.531,21.327,20.796,0.001,0.003,9.991,9.984,-0.007,0.813,0.936,24
"ENSMUSG00000052392",171282,"Acot4","protein_coding","12",84085153,84095375,0.001,0.004,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.101,0.116,0.015,0.657,0.997,8.506,2.915,-5.591,0,0.001,7.022,7.012,-0.01,0.673,0.869,24
"ENSMUSG00000042472",52708,"Zfp410","protein_coding","12",84363626,84390497,0.233,0.262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.059,0.06,0.001,0.966,0.997,15.773,12.772,-3.002,0.04,0.053,9.629,9.621,-0.007,0.636,0.851,24
"ENSMUSG00000085793",217708,"Lin52","protein_coding","12",84498196,84592919,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.107,0.085,-0.022,0.472,0.997,16.207,10.946,-5.261,0,0.002,10.289,10.301,0.012,0.584,0.823,24
"ENSMUSG00000021245",217716,"Mlh3","protein_coding","12",85281294,85317373,0.043,0.063,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.106,0.071,-0.035,0.197,0.997,18.616,15.633,-2.983,0.021,0.031,10.235,10.216,-0.019,0.317,0.631,24
"ENSMUSG00000012609",320244,"Ttll5","protein_coding","12",85871433,86108667,0.229,0.258,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.064,0.05,-0.014,0.449,0.997,20.66,18.512,-2.148,0.098,0.117,10.756,10.744,-0.013,0.32,0.634,24
"ENSMUSG00000021257",68737,"Angel1","protein_coding","12",86747276,86773234,0.011,0.022,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.106,0.098,-0.008,0.771,0.997,3.367,23.673,20.305,0.001,0.005,9.079,9.084,0.005,0.803,0.936,24
"ENSMUSG00000034168",238330,"Irf2bpl","protein_coding","12",86927475,86931572,0.041,0.06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.059,0.055,-0.004,0.879,0.997,21.653,16.351,-5.302,0.009,0.018,12.39,12.373,-0.018,0.347,0.653,24
"ENSMUSG00000021033",14874,"Gstz1","protein_coding","12",87193939,87211497,0.002,0.007,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.099,0.059,-0.04,0.108,0.895,10.577,6.895,-3.682,0.011,0.02,10.472,10.508,0.036,0.044,0.26,24
"ENSMUSG00000021038",104799,"Vipas39","protein_coding","12",87285642,87313030,0.186,0.215,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.042,0.045,0.003,0.885,0.997,11.328,8.464,-2.863,0.074,0.09,10.915,10.93,0.015,0.227,0.544,24
"ENSMUSG00000021037",217737,"Ahsa1","protein_coding","12",87313253,87320772,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.155,0.15,-0.005,0.876,0.997,19.877,15.299,-4.578,0,0,11.812,11.827,0.016,0.494,0.763,24
"ENSMUSG00000021039",66354,"Snw1","protein_coding","12",87495845,87519044,0.09,0.115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.05,0.054,0.004,0.816,0.997,16.543,12.946,-3.597,0.011,0.02,11.358,11.366,0.007,0.555,0.806,24
"ENSMUSG00000020964",20338,"Sel1l","protein_coding","12",91772817,91815931,0.044,0.064,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.089,0.059,-0.03,0.294,0.997,19.321,17.002,-2.319,0.152,0.171,13.37,13.326,-0.045,0.028,0.212,24
"ENSMUSG00000021007",104871,"Spata7","protein_coding","12",98594416,98636074,0.001,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.086,0.051,-0.035,0.139,0.937,9.307,3.424,-5.883,0.002,0.008,9.212,9.235,0.023,0.175,0.48,24
"ENSMUSG00000021012",75553,"Zc3h14","protein_coding","12",98713223,98754012,0.004,0.011,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.06,0.042,-0.018,0.219,0.997,7.477,2.918,-4.559,0.002,0.006,11.588,11.585,-0.003,0.78,0.926,24
"ENSMUSG00000033731",NA,"3300002A11Rik","lncRNA","12",99307290,99328086,0,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.2,0.17,-0.03,0.604,0.997,7.252,1.93,-5.322,0,0.002,6.619,6.686,0.067,0.104,0.378,24
"ENSMUSG00000021177",104884,"Tdp1","protein_coding","12",99850776,99921478,0.097,0.123,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.071,0.086,0.016,0.514,0.997,16.431,13.401,-3.03,0.018,0.028,9.175,9.172,-0.003,0.847,0.949,24
"ENSMUSG00000021179",217827,"Nrde2","protein_coding","12",100091711,100125912,0.029,0.046,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.063,0.079,0.015,0.574,0.997,4.678,23.87,19.191,0.003,0.008,9.874,9.88,0.006,0.751,0.911,24
"ENSMUSG00000041771",238384,"Slc24a4","protein_coding","12",102094992,102233350,0.15,0.179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.185,0.142,-0.043,0.435,0.997,18.084,15.209,-2.876,0.048,0.062,10.048,10.025,-0.023,0.568,0.812,24
"ENSMUSG00000057963",217837,"Itpk1","protein_coding","12",102534841,102671189,0.024,0.04,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.09,0.07,-0.02,0.409,0.997,15.975,12.473,-3.502,0.004,0.011,11.487,11.477,-0.01,0.553,0.804,24
"ENSMUSG00000091931",100233175,"Gon7","protein_coding","12",102719534,102724062,0.256,0.285,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.114,0.073,-0.041,0.231,0.997,19.465,17.065,-2.4,0.128,0.146,7.652,7.647,-0.005,0.832,0.942,24
"ENSMUSG00000096753",100504156,"Fam181a","protein_coding","12",103277234,103283324,0.279,0.306,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.106,0.069,-0.037,0.276,0.997,1.737,0.168,-1.569,0.318,0.336,7.705,7.737,0.031,0.188,0.497,24
"ENSMUSG00000094910",268595,"D430019H16Rik","protein_coding","12",105420115,105459354,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.056,0.069,0.013,0.55,0.997,20.94,14.145,-6.795,0,0.002,13.507,13.514,0.007,0.643,0.852,24
"ENSMUSG00000044715",66787,"Gskip","protein_coding","12",105651088,105669282,0.003,0.008,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.073,0.067,-0.006,0.781,0.997,18.631,13.7,-4.931,0,0.002,10.576,10.564,-0.013,0.413,0.704,24
"ENSMUSG00000021111",18789,"Papola","protein_coding","12",105750953,105805203,0.005,0.012,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.113,0.071,-0.043,0.12,0.918,17.734,13.633,-4.1,0.004,0.011,11.722,11.717,-0.004,0.818,0.937,24
"ENSMUSG00000021115",22367,"Vrk1","protein_coding","12",105976487,106043685,0.03,0.048,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.075,0.084,0.009,0.732,0.997,7.959,4.174,-3.784,0.006,0.014,8.851,8.87,0.018,0.33,0.642,24
"ENSMUSG00000084883",668158,"Ccdc85c","protein_coding","12",108169861,108241684,0.001,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.059,0.059,0,0.985,0.997,21.234,14.655,-6.578,0.001,0.006,12.926,12.958,0.032,0.04,0.25,24
"ENSMUSG00000058070",68519,"Eml1","protein_coding","12",108337216,108505876,0.002,0.006,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.101,0.088,-0.013,0.689,0.997,0.789,20.943,20.154,0.004,0.011,11.724,11.671,-0.053,0.021,0.193,24
"ENSMUSG00000021265",214663,"Slc25a29","protein_coding","12",108791799,108801809,0.016,0.03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.085,0.104,0.019,0.483,0.997,18.653,15.11,-3.543,0.004,0.011,9.632,9.613,-0.019,0.331,0.642,24
"ENSMUSG00000113581",353504,"Dio3os","lncRNA","12",110241818,110244609,0.001,0.003,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.108,0.11,0.002,0.973,0.997,8.575,4.156,-4.42,0.028,0.04,5.92,5.781,-0.139,0,0.114,24
"ENSMUSG00000021270",15519,"Hsp90aa1","protein_coding","12",110657039,110669162,0,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.151,0.135,-0.016,0.641,0.997,21.868,17.922,-3.946,0,0.001,15.559,15.531,-0.029,0.238,0.555,24
"ENSMUSG00000097832",NA,"Gm26912","lncRNA","12",110808710,110811650,0.223,0.252,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.093,0.089,-0.004,0.93,0.997,3.796,0.672,-3.124,0.099,0.117,5.679,5.718,0.039,0.206,0.518,24
"ENSMUSG00000021280",74190,"Exoc3l4","protein_coding","12",111383451,111398112,0.001,0.004,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.218,0.08,-0.138,0.001,0.195,1.158,22.424,21.266,0.071,0.087,8.311,8.324,0.013,0.659,0.861,24
"ENSMUSG00000010529",212539,"Gm266","protein_coding","12",111451043,111452257,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.162,0.07,-0.092,0.017,0.591,1.042,18.851,17.808,0.013,0.022,8.129,8.214,0.085,0.002,0.119,24
"ENSMUSG00000021287",74335,"Xrcc3","protein_coding","12",111769626,111780307,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.153,0.111,-0.042,0.232,0.997,7.905,3.517,-4.388,0,0.001,9.261,9.315,0.054,0.032,0.222,24
"ENSMUSG00000021286",68520,"Zfyve21","protein_coding","12",111780604,111798626,0.057,0.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.062,0.101,0.039,0.297,0.997,16.115,11.11,-5.006,0.012,0.021,9.73,9.724,-0.006,0.809,0.936,24
"ENSMUSG00000037686",104816,"Aspg","protein_coding","12",112073113,112093993,0.361,0.386,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.192,0.166,-0.026,0.738,0.997,2.663,1.851,-0.812,0.634,0.645,8.527,8.436,-0.091,0.11,0.389,24
"ENSMUSG00000021294",668303,"Kif26a","protein_coding","12",112112642,112148181,0.099,0.126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.153,0.107,-0.046,0.214,0.997,2.139,0.302,-1.837,0.112,0.131,9.941,9.981,0.039,0.136,0.432,24
"ENSMUSG00000043122",319942,"A530016L24Rik","protein_coding","12",112455882,112466361,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.166,0.129,-0.037,0.374,0.997,4.441,22.705,18.264,0,0.001,6.092,6.106,0.014,0.64,0.852,24
"ENSMUSG00000011148",11565,"Adssl1","protein_coding","12",112586479,112607794,0.007,0.016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.139,0.12,-0.018,0.666,0.997,9.154,4.829,-4.325,0.001,0.005,10.641,10.601,-0.04,0.179,0.486,24
"ENSMUSG00000042063",56220,"Zfp386","protein_coding","12",116011344,116026980,0.003,0.009,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.049,0.096,0.046,0.121,0.918,7.122,1.165,-5.957,0.006,0.014,9.53,9.498,-0.033,0.118,0.399,24
"ENSMUSG00000097709",76937,"2810429I04Rik","lncRNA","13",3528205,3552395,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.095,0.13,0.035,0.345,0.997,9.278,2.462,-6.815,0.001,0.003,7.297,7.277,-0.02,0.45,0.728,24
"ENSMUSG00000021215",56349,"Net1","protein_coding","13",3932018,3968220,0,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.184,0.099,-0.085,0.027,0.658,12.847,8.861,-3.986,0.006,0.014,9.217,9.184,-0.033,0.216,0.532,24
"ENSMUSG00000021207",77337,"Akr1c21","protein_coding","13",4624074,4636540,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.19,0.141,-0.05,0.323,0.997,1.555,20.023,18.469,0.001,0.003,5.489,5.468,-0.02,0.57,0.813,24
"ENSMUSG00000000078",23849,"Klf6","protein_coding","13",5911481,5920393,0.019,0.034,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.101,0.053,-0.048,0.154,0.944,14.486,12.435,-2.051,0.254,0.273,10.674,10.61,-0.064,0.009,0.136,24
"ENSMUSG00000021196",56421,"Pfkp","protein_coding","13",6629804,6698813,0.063,0.087,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.079,0.09,0.011,0.721,0.997,21.989,18.124,-3.864,0.012,0.021,13.162,13.155,-0.007,0.762,0.915,24
"ENSMUSG00000039233",70430,"Tbce","protein_coding","13",14172534,14214223,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.161,0.099,-0.061,0.116,0.916,10.422,3.696,-6.726,0,0.001,8.986,9.049,0.063,0.025,0.205,24
"ENSMUSG00000021302",14593,"Ggps1","protein_coding","13",14225244,14238073,0.041,0.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.097,0.058,-0.038,0.111,0.906,16.52,13.456,-3.064,0.029,0.041,10.667,10.666,-0.002,0.921,0.973,24
"ENSMUSG00000041324",16323,"Inhba","protein_coding","13",16186436,16206206,0.001,0.003,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.129,0.083,-0.045,0.336,0.997,20.673,14.821,-5.852,0.014,0.023,7.317,7.23,-0.087,0.01,0.144,24
"ENSMUSG00000055313",319207,"Pgbd1","protein_coding","13",21605445,21625228,0.451,0.475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.087,0.058,-0.029,0.371,0.997,15.832,13.808,-2.024,0.254,0.273,7.851,7.865,0.013,0.562,0.808,24
"ENSMUSG00000099583",319149,"H3c4","protein_coding","13",23759937,23761185,0.007,0.015,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.122,0.078,-0.044,0.329,0.997,21.999,16.316,-5.682,0.012,0.021,6.084,6.144,0.061,0.058,0.29,24
"ENSMUSG00000051627",50709,"H1f4","protein_coding","13",23804612,23806541,0.29,0.318,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.144,0.095,-0.049,0.328,0.997,1.762,23.104,21.342,0.135,0.154,7.333,7.34,0.007,0.85,0.95,24
"ENSMUSG00000036181",50708,"H1f2","protein_coding","13",23922791,23924350,0.049,0.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.269,0.157,-0.112,0.088,0.889,4.129,1.607,-2.523,0.058,0.073,10.549,10.522,-0.027,0.56,0.807,24
"ENSMUSG00000019132",79555,"BC005537","protein_coding","13",24985640,25000180,0.001,0.004,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.056,0.042,-0.014,0.398,0.997,12.159,6.418,-5.741,0.001,0.004,12.544,12.525,-0.019,0.115,0.395,24
"ENSMUSG00000021340",14756,"Gpld1","protein_coding","13",25127135,25176484,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.104,0.081,-0.023,0.413,0.997,21.226,15.384,-5.842,0,0.001,13.013,12.993,-0.02,0.303,0.62,24
"ENSMUSG00000035910",195208,"Dcdc2a","protein_coding","13",25239987,25394689,0.108,0.135,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.133,0.093,-0.04,0.339,0.997,0.712,21.966,21.254,0.062,0.078,10.569,10.539,-0.03,0.309,0.624,24
"ENSMUSG00000114646",NA,"Gm47888","lncRNA","13",27152474,27242005,0.023,0.038,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.101,0.157,0.056,0.286,0.997,5.606,0.663,-4.944,0.005,0.012,5.673,5.695,0.022,0.546,0.8,24
"ENSMUSG00000113515",NA,"Gm29675","lncRNA","13",30968416,30979209,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.145,0.102,-0.044,0.314,0.997,7.716,0.994,-6.722,0.002,0.008,6.502,6.569,0.067,0.028,0.212,24
"ENSMUSG00000021357",66482,"Exoc2","protein_coding","13",30997902,31158076,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.14,0.103,-0.037,0.183,0.994,7.311,3.039,-4.273,0,0.001,11.209,11.208,-0.001,0.974,0.99,24
NA,NA,NA,NA,NA,NA,NA,0.168,0.197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.105,0.1,-0.005,0.9,0.997,13.443,9.918,-3.525,0.032,0.044,6.425,6.436,0.011,0.715,0.889,24
"ENSMUSG00000021418",208366,"Rpp40","protein_coding","13",36077455,36090342,0.001,0.005,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.086,0.066,-0.02,0.518,0.997,0.446,18.524,18.078,0.002,0.007,7.972,7.933,-0.039,0.084,0.34,24
"ENSMUSG00000050423",76487,"Ppp1r3g","protein_coding","13",36142822,36154371,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.319,0.221,-0.097,0.09,0.889,13.783,10.627,-3.156,0.001,0.003,7.622,7.609,-0.014,0.733,0.901,24
"ENSMUSG00000039109",74145,"F13a1","protein_coding","13",37051152,37234220,0.005,0.012,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.243,0.177,-0.066,0.42,0.997,18.377,14.695,-3.682,0.021,0.032,8.107,7.958,-0.149,0.011,0.154,24
"ENSMUSG00000044566",71213,"Cage1","protein_coding","13",38190028,38221045,0.009,0.02,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.08,0.079,-0.001,0.966,0.997,4.265,22.213,17.947,0.002,0.007,7.555,7.583,0.028,0.254,0.573,24
"ENSMUSG00000021428",71340,"Riok1","protein_coding","13",38220971,38245409,0.491,0.513,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.059,0.037,-0.021,0.253,0.997,6.791,5.636,-1.154,0.464,0.481,9.213,9.224,0.011,0.389,0.682,24
"ENSMUSG00000021431",67797,"Snrnp48","protein_coding","13",38388914,38411641,0.089,0.115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.135,0.113,-0.022,0.624,0.997,17.113,13.576,-3.536,0.021,0.032,8.78,8.804,0.024,0.457,0.736,24
"ENSMUSG00000091264",108934,"Smim13","protein_coding","13",41403320,41430053,0.772,0.782,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.065,0.06,-0.004,0.886,0.997,18.304,18.065,-0.239,0.9,0.903,12.591,12.568,-0.023,0.308,0.624,24
"ENSMUSG00000021367",13614,"Edn1","protein_coding","13",42454952,42461466,0.029,0.046,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.117,0.082,-0.035,0.457,0.997,1.789,20.374,18.585,0.014,0.023,6.821,6.799,-0.022,0.511,0.773,24
"ENSMUSG00000021368",67046,"Tbc1d7","protein_coding","13",43305216,43324977,0.007,0.017,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.082,0.064,-0.018,0.472,0.997,6.274,1.331,-4.943,0.002,0.007,8.913,8.923,0.01,0.58,0.82,24
"ENSMUSG00000051335",328232,"Gfod1","protein_coding","13",43348721,43457648,0,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.146,0.112,-0.033,0.308,0.997,17.996,13.495,-4.501,0,0.002,11.443,11.444,0.001,0.961,0.985,24
"ENSMUSG00000054021",68346,"Sirt5","protein_coding","13",43518972,43548679,0.01,0.021,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.081,0.056,-0.025,0.363,0.997,5.305,23.791,18.487,0.007,0.015,8.86,8.873,0.013,0.493,0.762,24
"ENSMUSG00000038546",56705,"Ranbp9","protein_coding","13",43556151,43634758,0.08,0.104,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.06,0.041,-0.018,0.296,0.997,16.576,13.137,-3.44,0.021,0.031,11.603,11.597,-0.006,0.605,0.833,24
"ENSMUSG00000097622",320614,"A330033J07Rik","lncRNA","13",48197707,48416099,0.002,0.007,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.282,0.216,-0.066,0.214,0.997,9.867,6.806,-3.061,0.001,0.003,6.44,6.442,0.002,0.962,0.985,24
"ENSMUSG00000038025",18676,"Phf2","protein_coding","13",48955226,49024595,0.01,0.02,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.054,0.047,-0.007,0.758,0.997,21.058,15.644,-5.414,0.005,0.013,12.248,12.22,-0.028,0.08,0.329,24
"ENSMUSG00000037989",75607,"Wnk2","protein_coding","13",49189779,49301490,0.558,0.577,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.079,0.058,-0.021,0.514,0.997,16.355,14.433,-1.921,0.318,0.336,13.004,12.986,-0.017,0.44,0.724,24
"ENSMUSG00000037946",30938,"Fgd3","protein_coding","13",49415030,49473787,0.016,0.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.171,0.067,-0.104,0.023,0.65,1.342,0.004,-1.337,0.428,0.445,10.003,9.945,-0.058,0.073,0.315,24
"ENSMUSG00000021385",75678,"Ippk","protein_coding","13",49574725,49618049,0.019,0.034,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.064,0.042,-0.022,0.3,0.997,11.608,7.13,-4.478,0.014,0.023,9.465,9.44,-0.024,0.108,0.384,24
"ENSMUSG00000021391",66336,"Cenpp","protein_coding","13",49617499,49806261,0.003,0.008,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.095,0.088,-0.007,0.845,0.997,11.405,4.838,-6.567,0.003,0.009,6.223,6.236,0.014,0.609,0.836,24
"ENSMUSG00000067586",13610,"S1pr3","protein_coding","13",51562675,51576833,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.265,0.098,-0.167,0.002,0.208,0.695,21.459,20.764,0.032,0.044,9.879,9.763,-0.116,0.002,0.119,24
"ENSMUSG00000021453",23882,"Gadd45g","protein_coding","13",52000714,52002504,0.009,0.02,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.244,0.182,-0.063,0.387,0.997,11.977,8.056,-3.921,0.007,0.016,9.612,9.681,0.068,0.184,0.492,24
"ENSMUSG00000056749",18030,"Nfil3","protein_coding","13",53121245,53135109,0.001,0.004,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.165,0.194,0.028,0.472,0.997,19.923,16.641,-3.282,0,0.002,8.997,8.959,-0.038,0.182,0.489,24
"ENSMUSG00000025872",73666,"Thoc3","protein_coding","13",54606650,54616662,0.002,0.007,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.098,0.064,-0.033,0.104,0.889,8.148,4.879,-3.268,0.002,0.008,10.701,10.727,0.026,0.08,0.329,24
"ENSMUSG00000025871",97820,"4833439L19Rik","protein_coding","13",54699031,54713248,0.007,0.017,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.035,0.037,0.002,0.87,0.997,19.725,13.106,-6.619,0.002,0.007,12.622,12.621,-0.001,0.903,0.965,24
"ENSMUSG00000025869",28126,"Nop16","protein_coding","13",54731998,54737903,0.128,0.157,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.057,0.075,0.018,0.485,0.997,17.332,13.709,-3.623,0.03,0.041,9.808,9.817,0.009,0.627,0.845,24
"ENSMUSG00000025875",74257,"Tspan17","protein_coding","13",54937190,54944589,0.018,0.031,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.113,0.073,-0.04,0.264,0.997,6.778,2.335,-4.443,0.026,0.037,9.604,9.637,0.033,0.193,0.504,24
"ENSMUSG00000025878",20184,"Uimc1","protein_coding","13",55175693,55248113,0.067,0.091,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.086,0.076,-0.01,0.778,0.997,15.632,11.943,-3.689,0.035,0.048,8.866,8.903,0.037,0.133,0.426,24
"ENSMUSG00000021484",66890,"Lman2","protein_coding","13",55491646,55510596,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.079,0.048,-0.031,0.104,0.889,20.762,15.45,-5.312,0,0.002,12.565,12.541,-0.025,0.068,0.308,24
"ENSMUSG00000034675",56320,"Dbn1","protein_coding","13",55621242,55635924,0.023,0.038,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.067,0.073,0.007,0.789,0.997,0.827,20.457,19.63,0.002,0.008,12.847,12.865,0.018,0.322,0.638,24
"ENSMUSG00000021500",212880,"Ddx46","protein_coding","13",55782840,55829069,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.16,0.13,-0.03,0.369,0.997,5.399,0.502,-4.897,0,0,11.737,11.719,-0.018,0.444,0.725,24
"ENSMUSG00000021508",57266,"Cxcl14","protein_coding","13",56436456,56444364,0.005,0.012,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.09,0.107,0.017,0.647,0.997,18.792,13.01,-5.781,0.002,0.006,11.309,11.334,0.025,0.335,0.644,24
"ENSMUSG00000035509",213311,"Fbxl21","protein_coding","13",56670285,56685711,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.214,0.197,-0.017,0.715,0.997,8.896,3.103,-5.793,0,0,8.909,8.908,-0.001,0.97,0.989,24
"ENSMUSG00000005312",56085,"Ubqln1","protein_coding","13",58323970,58363467,0.038,0.057,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.053,0.038,-0.015,0.454,0.997,19.424,15.587,-3.836,0.036,0.049,13.354,13.326,-0.028,0.055,0.283,24
"ENSMUSG00000069805",14121,"Fbp1","protein_coding","13",63012567,63036096,0.006,0.014,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.102,0.091,-0.011,0.795,0.997,13.959,7.597,-6.362,0.003,0.009,5.759,5.783,0.024,0.43,0.715,24
"ENSMUSG00000021466",19206,"Ptch1","protein_coding","13",63656142,63721412,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.089,0.093,0.003,0.916,0.997,18.885,10.337,-8.548,0,0.002,13.653,13.633,-0.02,0.395,0.689,24
"ENSMUSG00000021483",105278,"Cdk20","protein_coding","13",64580128,64589587,0.048,0.069,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.044,0.076,0.032,0.19,0.997,17.504,13.311,-4.193,0.025,0.036,9.26,9.273,0.014,0.424,0.711,24
"ENSMUSG00000034617",210009,"Mtrr","protein_coding","13",68708899,68730268,0.024,0.04,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.063,0.065,0.001,0.949,0.997,17.842,13.12,-4.722,0.003,0.009,9.721,9.721,0,0.984,0.994,24
"ENSMUSG00000060969",16371,"Irx1","protein_coding","13",72106040,72111842,0.261,0.289,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.077,0.125,0.048,0.284,0.997,12.422,9.956,-2.466,0.184,0.203,8.766,8.792,0.026,0.405,0.695,24
"ENSMUSG00000021565",74338,"Slc6a19","protein_coding","13",73827864,73852984,0.126,0.154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.111,0.15,0.039,0.466,0.997,4.808,1.033,-3.775,0.026,0.037,7.232,7.238,0.007,0.86,0.953,24
